,loss,val_loss,lr
0,13.914641380310059,7.462957859039307,0.001
1,7.527141094207764,7.390737056732178,0.001
2,7.503988265991211,7.318922996520996,0.001
3,7.425312519073486,7.410643577575684,0.001
4,7.413673400878906,8.18894100189209,0.001
5,7.303617000579834,7.1818528175354,0.001
6,7.14374303817749,6.859633445739746,0.001
7,7.044655799865723,7.612427234649658,0.001
8,6.928863525390625,7.3929290771484375,0.001
9,6.607009410858154,6.292898654937744,0.001
10,6.367234706878662,6.39000129699707,0.001
11,6.151790142059326,5.41392707824707,0.001
12,5.777945518493652,5.459625244140625,0.001
13,5.579657554626465,5.007340908050537,0.001
14,5.764569282531738,5.544027805328369,0.001
15,5.243422985076904,5.0288190841674805,0.001
16,5.016057014465332,4.637545108795166,0.001
17,4.943216323852539,4.715812683105469,0.001
18,5.195231914520264,6.486329078674316,0.001
19,5.392394065856934,4.685041427612305,0.001
20,5.196722030639648,4.6829705238342285,0.001
21,4.810803413391113,4.7532854080200195,0.001
22,4.793197154998779,4.90161657333374,0.001
23,4.768012523651123,4.642260551452637,0.001
24,4.92929220199585,5.429571151733398,0.001
25,4.863218784332275,4.488368034362793,0.001
26,4.719700813293457,4.813575744628906,0.001
27,4.985597133636475,5.789304733276367,0.001
28,4.764700889587402,4.484234809875488,0.001
29,4.94161319732666,4.588934421539307,0.001
30,4.627928256988525,4.675813674926758,0.001
31,4.58487606048584,4.421620845794678,0.001
32,5.056562423706055,4.464321136474609,0.001
33,4.70587682723999,4.520663738250732,0.001
34,4.782125949859619,5.278534889221191,0.001
35,4.774656772613525,4.503229141235352,0.001
36,4.690373420715332,4.692737579345703,0.001
37,4.7784647941589355,5.600498199462891,0.001
38,4.863866806030273,4.507016658782959,0.001
39,4.660463809967041,4.533751964569092,0.001
40,4.6739349365234375,4.7470855712890625,0.001
41,4.893581390380859,4.396722316741943,0.001
42,4.729245662689209,4.379734516143799,0.001
43,4.673611164093018,4.402409076690674,0.001
44,4.7354278564453125,4.592928409576416,0.001
45,4.652941703796387,5.182093143463135,0.001
46,4.571088790893555,4.4121012687683105,0.001
47,4.63571834564209,4.879131317138672,0.001
48,4.717895984649658,5.89766263961792,0.001
49,4.650737285614014,4.370355129241943,0.001
50,4.451930046081543,6.278604984283447,0.001
51,4.608251571655273,4.893056392669678,0.001
52,4.842013359069824,4.341435432434082,0.001
53,4.745286464691162,4.832847595214844,0.001
54,4.500199317932129,4.396021366119385,0.001
55,4.602017879486084,4.351365566253662,0.001
56,4.702089786529541,4.52687931060791,0.001
57,4.868759632110596,5.711789131164551,0.001
58,4.566882610321045,4.599101543426514,0.001
59,4.496475696563721,4.473130226135254,0.001
60,4.549647808074951,4.4738874435424805,0.001
61,4.500568389892578,5.497087478637695,0.001
62,4.624374866485596,5.818269729614258,0.001
63,4.5756449699401855,4.731342792510986,0.001
64,4.586977958679199,4.373932361602783,0.001
65,4.4331955909729,4.38709831237793,0.001
66,4.365793228149414,4.334747791290283,0.001
67,4.6122918128967285,4.675096035003662,0.001
68,4.47698450088501,4.344582557678223,0.001
69,4.531508922576904,4.316567420959473,0.001
70,4.664942741394043,4.460626602172852,0.001
71,4.536153793334961,4.323509216308594,0.001
72,4.40025520324707,4.280911445617676,0.001
73,4.470938205718994,4.393044471740723,0.001
74,4.471939563751221,4.431590557098389,0.001
75,4.465527057647705,5.978076457977295,0.001
76,4.531219482421875,4.391883850097656,0.001
77,4.675289630889893,4.379636764526367,0.001
78,4.480352401733398,4.2740960121154785,0.001
79,4.434915542602539,4.551971435546875,0.001
80,4.408916473388672,4.221706867218018,0.001
81,4.441472053527832,4.43004846572876,0.001
82,4.459488391876221,4.26955509185791,0.001
83,4.474577903747559,4.445117950439453,0.001
84,4.635880947113037,4.461945056915283,0.001
85,4.481668949127197,4.415403842926025,0.001
86,4.52974271774292,4.576092720031738,0.001
87,4.488559246063232,5.603725910186768,0.001
88,4.477035045623779,4.269151210784912,0.001
89,4.40761137008667,4.294508934020996,0.001
90,4.440893650054932,4.2902512550354,0.001
91,4.443268299102783,5.450428485870361,0.001
92,4.574779510498047,4.866689205169678,0.001
93,4.490725040435791,4.223320960998535,0.001
94,4.315085411071777,4.343992233276367,0.001
95,4.419607639312744,4.230538845062256,0.001
96,4.335008144378662,4.169915676116943,0.001
97,4.4647650718688965,4.491475582122803,0.001
98,4.398129940032959,4.5366435050964355,0.001
99,4.469032287597656,4.5877909660339355,0.001
100,4.360802173614502,5.755648136138916,0.001
101,4.3687238693237305,4.252322673797607,0.001
102,4.274221420288086,4.454982757568359,0.001
103,4.236146450042725,4.235806941986084,0.001
104,4.386682510375977,4.726186275482178,0.001
105,4.496494770050049,4.278467655181885,0.001
106,4.30665922164917,4.429407119750977,0.001
107,4.346081256866455,5.21621561050415,0.001
108,4.435130596160889,4.169961929321289,0.001
109,4.213412761688232,4.176733493804932,0.001
110,4.311531066894531,4.598186016082764,0.001
111,4.351364612579346,4.425522804260254,0.001
112,4.31469202041626,4.056772232055664,0.001
113,4.396014213562012,4.345180034637451,0.001
114,4.34004545211792,4.102632999420166,0.001
115,4.58145809173584,4.851832866668701,0.001
116,4.286375522613525,4.877062797546387,0.001
117,4.5201640129089355,4.876873970031738,0.001
118,4.525852680206299,4.083682060241699,0.001
119,4.183349609375,4.719461441040039,0.001
120,4.344316005706787,4.184605598449707,0.001
121,4.313192367553711,4.056298732757568,0.001
122,4.330910682678223,4.113775730133057,0.001
123,4.23469877243042,4.830585956573486,0.001
124,4.279953956604004,4.125560283660889,0.001
125,4.328920841217041,5.012179374694824,0.001
126,4.352209568023682,4.029236793518066,0.001
127,4.22222900390625,4.010187149047852,0.001
128,4.317694187164307,4.031421661376953,0.001
129,4.451246738433838,4.03337287902832,0.001
130,4.360551834106445,5.037535667419434,0.001
131,4.294307708740234,4.070032119750977,0.001
132,4.474303245544434,5.3276519775390625,0.001
133,4.495387077331543,4.237803936004639,0.001
134,4.375472068786621,4.182251453399658,0.001
135,4.168416976928711,4.578885078430176,0.001
136,4.2812604904174805,4.156842231750488,0.001
137,4.280867099761963,5.3505730628967285,0.001
138,4.280550479888916,4.699296474456787,0.001
139,4.249961853027344,4.007246017456055,0.001
140,4.251885890960693,4.106128215789795,0.001
141,4.318143367767334,4.554028034210205,0.001
142,4.291491508483887,4.092355251312256,0.001
143,4.256207466125488,5.336670398712158,0.001
144,4.4139933586120605,4.4321393966674805,0.001
145,4.423248767852783,4.823026180267334,0.001
146,4.281729221343994,3.997331380844116,0.001
147,4.238653659820557,4.70041036605835,0.001
148,4.198483467102051,4.191312789916992,0.001
149,4.139288425445557,3.977320909500122,0.001
