,loss,val_loss,lr
0,0.011225968599319458,0.004294428043067455,0.001
1,0.0026786006055772305,0.0011357300681993365,0.001
2,0.0012339925160631537,0.001436658320017159,0.001
3,0.0009510133531875908,0.0005862908437848091,0.001
4,0.000895279401447624,0.0010875888401642442,0.001
5,0.0013239949475973845,0.0009538588928990066,0.001
6,0.0009342867997474968,0.0004721647419501096,0.001
7,0.0006049436051398516,0.0014080691616982222,0.001
8,0.009706937707960606,0.0015354094794020057,0.001
9,0.0012783611891791224,0.0009161970810964704,0.001
10,0.0010013181017711759,0.0006137043237686157,0.001
11,0.0006302984547801316,0.00045758718624711037,0.001
12,0.0005110420752316713,0.00040257113869301975,0.001
13,0.000453086948255077,0.0004169752646703273,0.001
14,0.0004776506684720516,0.0003703909751493484,0.001
15,0.00041388938552699983,0.00040741325938142836,0.001
16,0.0004379624151624739,0.00038147103623487055,0.001
17,0.00041054212488234043,0.0003517774457577616,0.001
18,0.0003980862384196371,0.00034791187499649823,0.001
19,0.0003955886058975011,0.0003679227957036346,0.001
20,0.0004004765651188791,0.0003482082684058696,0.001
21,0.00038787577068433166,0.0003629594575613737,0.001
22,0.00042487229802645743,0.0003585259255487472,0.001
23,0.0004052301519550383,0.0003466363705229014,0.001
24,0.0003889779036398977,0.0003683115355670452,0.001
25,0.00040614220779389143,0.00036742299562320113,0.001
26,0.0003924460615962744,0.00034651439636945724,0.001
27,0.00040767871541902423,0.0003701159148477018,0.001
28,0.00041781782056204975,0.00034364385646767914,0.001
29,0.0003924665506929159,0.00041768705705180764,0.001
30,0.00044348707888275385,0.00035075031337328255,0.001
31,0.00038100298843346536,0.0003886304621119052,0.001
32,0.00046319738612510264,0.0003505181521177292,0.001
33,0.000388221611501649,0.00039799654041416943,0.001
34,0.00044171634363010526,0.00039778478094376624,0.001
35,0.0004065800167154521,0.00033737276680767536,0.001
36,0.00039365552947856486,0.00033715288736857474,0.001
37,0.00038648484041914344,0.0003569583932403475,0.001
38,0.00039165053749457,0.00034334437805227935,0.001
39,0.0003802910214290023,0.0003377446555532515,0.001
40,0.00038928489084355533,0.0003339436952956021,0.001
41,0.00038271042285487056,0.0003311496402602643,0.001
42,0.00037554019945673645,0.0003333782369736582,0.001
43,0.0003749236057046801,0.00033193506533280015,0.001
44,0.0003748077724594623,0.00034271174808964133,0.001
45,0.00037918859743513167,0.00034329641493968666,0.000100000005
46,0.0003790858027059585,0.00034227315336465836,0.000100000005
47,0.0003784794535022229,0.0003400477289687842,0.000100000005
48,0.000376549840439111,0.00033429646282456815,0.000100000005
49,0.0003733472840394825,0.00033087446354329586,0.000100000005
