,loss,val_loss,lr
0,0.04641623795032501,0.049293484538793564,0.001
1,0.028185449540615082,0.010064474307000637,0.001
2,0.01441037654876709,0.008414393290877342,0.001
3,0.008600069209933281,0.004821624606847763,0.001
4,0.005504427943378687,0.0031729235779494047,0.001
5,0.004464587662369013,0.003926610108464956,0.001
6,0.00492893485352397,0.00340941920876503,0.001
7,0.003295201575383544,0.004127905238419771,0.001
8,0.002339994767680764,0.002478489652276039,0.001
9,0.0017620389116927981,0.0021058397833257914,0.001
10,0.0014155558310449123,0.0012992405099794269,0.001
11,0.0010515593457967043,0.0010612673358991742,0.001
12,0.0009497128194198012,0.0010693782242015004,0.001
13,0.000881935644429177,0.000954654417000711,0.001
14,0.0008647372596897185,0.0011337822070345283,0.001
15,0.0008957960526458919,0.0012533605331555009,0.001
16,0.0008470253669656813,0.0009130636462941766,0.001
17,0.0007478956249542534,0.0007977803470566869,0.001
18,0.0007443366921506822,0.0009862593142315745,0.001
19,0.0007062863442115486,0.0008947747992351651,0.001
20,0.0007252070354297757,0.0007700456189922988,0.001
21,0.0006449580541811883,0.0008095898083411157,0.001
22,0.0006122956983745098,0.0009077804861590266,0.001
23,0.0006816087989136577,0.0007654633955098689,0.001
24,0.0006242162198759615,0.0009277572971768677,0.001
25,0.0007347186910919845,0.0006751078180968761,0.001
26,0.0006380067206919193,0.0006972660194151103,0.001
27,0.0005791477742604911,0.0006733822519890964,0.001
28,0.0005878786905668676,0.0006522496114484966,0.001
29,0.000613100768532604,0.0006518342415802181,0.001
30,0.0006251935265026987,0.0007372532854788005,0.001
31,0.0006157506140880287,0.0006756811635568738,0.001
32,0.0005479157553054392,0.0006688290159218013,0.001
33,0.0005675969296135008,0.0006885258480906487,0.001
34,0.0005611944361589849,0.0008758892654441297,0.001
35,0.0007079635979607701,0.0007418255554512143,0.001
36,0.0006180258933454752,0.0006299876840785146,0.001
37,0.0005684267962351441,0.0006636387552134693,0.001
38,0.0005571329966187477,0.0007212201016955078,0.001
39,0.0005681057809852064,0.0009288794244639575,0.001
40,0.000731567619368434,0.0008710700203664601,0.001
41,0.0009085470228455961,0.000667709216941148,0.001
42,0.0007982417591847479,0.0006262726383283734,0.001
43,0.0006647440022788942,0.0007732719532214105,0.001
44,0.0006360893021337688,0.0011829464929178357,0.001
45,0.0008758140611462295,0.0007540521328337491,0.001
46,0.000581827771384269,0.0006124686333350837,0.001
47,0.0005022959085181355,0.0006012615631334484,0.001
48,0.0004659092810470611,0.0006432518712244928,0.001
49,0.0004943172680214047,0.0005718896863982081,0.001
