,loss,val_loss,lr
0,0.046819839626550674,0.045264024287462234,0.001
1,0.024548962712287903,0.011978036724030972,0.001
2,0.01362503319978714,0.006658320780843496,0.001
3,0.007721285335719585,0.003825296415016055,0.001
4,0.005083773750811815,0.0034167668782174587,0.001
5,0.003788681933656335,0.004012017510831356,0.001
6,0.0027845322620123625,0.004132033791393042,0.001
7,0.0025121578946709633,0.003257656004279852,0.001
8,0.0022092286963015795,0.0014347060350701213,0.001
9,0.0016143354587256908,0.001386733609251678,0.001
10,0.0010667168535292149,0.0015721501549705863,0.001
11,0.0010606340365484357,0.0011052091140300035,0.001
12,0.0009625853272154927,0.0010964487446472049,0.001
13,0.0007837735465727746,0.0011887563159689307,0.001
14,0.0008482150733470917,0.0011661063181236386,0.001
15,0.0008401013328693807,0.0009541396284475923,0.001
16,0.00068896752782166,0.0009876844706013799,0.001
17,0.0006817617686465383,0.0008774414309300482,0.001
18,0.0006377282552421093,0.0011744598159566522,0.001
19,0.0008059836109168828,0.0009956441354006529,0.001
20,0.0007038280600681901,0.0008309365366585553,0.001
21,0.0006267490680329502,0.0007732104859314859,0.001
22,0.0005762837245129049,0.0007965933182276785,0.001
23,0.0005817252676934004,0.0007579871453344822,0.001
24,0.0005751829012297094,0.0007127652643248439,0.001
25,0.0005560300196520984,0.0007498314953409135,0.001
26,0.0005865079001523554,0.0008366592228412628,0.001
27,0.0007261623395606875,0.0007778083090670407,0.001
28,0.0007415058207698166,0.0007127491408027709,0.001
29,0.000622316263616085,0.001887420192360878,0.001
30,0.001115166349336505,0.0010689051123335958,0.001
31,0.0008090243209153414,0.0008157459669746459,0.001
32,0.0007131721940822899,0.0010823707561939955,0.001
33,0.0006911066011525691,0.0007371672545559704,0.001
34,0.0005619272124022245,0.0006995746516622603,0.001
35,0.0006118335877545178,0.000961118726991117,0.001
36,0.0008571840589866042,0.0008017289801500738,0.001
37,0.0006791696068830788,0.000722691765986383,0.001
38,0.0005403568502515554,0.000721144606359303,0.001
39,0.0006009462522342801,0.0007277911645360291,0.001
40,0.0005495216464623809,0.0011151685612276196,0.001
41,0.0007617385708726943,0.0007384236669167876,0.001
42,0.000579289102461189,0.0007978780777193606,0.001
43,0.0006748592713847756,0.0010486658429726958,0.001
44,0.0007430663681589067,0.0007751865196041763,0.001
45,0.0006192376604303718,0.0007442788919433951,0.001
46,0.0005583782331086695,0.0006245952099561691,0.001
47,0.0005746606038883328,0.0006271004676818848,0.001
48,0.0005494658253155649,0.0006150999688543379,0.001
49,0.0004762675962410867,0.0007652299827896059,0.001
